raw,monotone,lisse,reciproque,verif
-1.538257479,-1.475492,-1.475492,-1.538257,-0.390305
-1.541391968,-1.469069,-1.469069,-1.541392,-0.392680
-0.996719539,-1.461388,-1.461388,-0.996720,-0.078919
-1.605077981,-1.453708,-1.453708,-1.605078,-0.454344
-1.47763741,-1.446084,-1.446084,-1.477637,-0.339808
-1.547169327,-1.438963,-1.438963,-1.547169,-0.396998
-1.328341722,-1.431375,-1.431375,-1.328342,-0.197944
-1.442167282,-1.424781,-1.424781,-1.442167,-0.308754
-1.232353806,-1.418695,-1.418695,-1.232354,-0.129622
-1.491581559,-1.412924,-1.412924,-1.491582,-0.353925
-1.461026072,-1.407239,-1.407239,-1.461026,-0.324338
-1.528476715,-1.401304,-1.401304,-1.528477,-0.382631
-1.483854413,-1.394947,-1.394947,-1.483854,-0.346290
-1.387836217,-1.388511,-1.388511,-1.387836,-0.255267
-1.365875482,-1.382302,-1.382302,-1.365875,-0.232606
-1.322488665,-1.376489,-1.376489,-1.322489,-0.192358
-1.421223759,-1.370540,-1.370540,-1.421224,-0.289926
-1.426371693,-1.364048,-1.364048,-1.426372,-0.294981
-1.422358393,-1.357009,-1.357009,-1.422358,-0.291073
-1.385936498,-1.349744,-1.349744,-1.385936,-0.253384
-1.087559342,-1.342379,-1.342379,-1.087559,-0.096044
-1.36558485,-1.336271,-1.336271,-1.365585,-0.232327
-1.353172421,-1.329989,-1.329989,-1.353172,-0.221063
-1.405783295,-1.323416,-1.323416,-1.405783,-0.273354
-1.217548847,-1.316345,-1.316345,-1.217549,-0.125294
-1.360372543,-1.310054,-1.310054,-1.360373,-0.227418
-1.373380303,-1.303162,-1.303162,-1.373380,-0.240257
-1.025393366,-1.295599,-1.295599,-1.025393,-0.084214
-1.352907299,-1.288476,-1.288476,-1.352907,-0.220834
-1.350879907,-1.280632,-1.280632,-1.350880,-0.219083
-1.296650648,-1.271548,-1.271548,-1.296651,-0.168720
-1.289898514,-1.261486,-1.261486,-1.289899,-0.162961
-1.197629451,-1.248810,-1.248810,-1.197629,-0.119856
-1.298094511,-1.231718,-1.231718,-1.298095,-0.169932
-1.273715019,-1.208992,-1.208992,-1.273715,-0.150298
-1.224879503,-1.185754,-1.185754,-1.224880,-0.127317
-1.229202389,-1.158034,-1.158034,-1.229202,-0.128510
-1.308719873,-1.127843,-1.127843,-1.308720,-0.179504
-1.197773694,-1.096073,-1.096073,-1.197774,-0.119895
-1.165728449,-1.063574,-1.063574,-1.165728,-0.112036
-1.22472763,-1.030345,-1.030345,-1.224728,-0.127275
-1.247766137,-0.996388,-0.996388,-1.247766,-0.135442
-1.226258397,-0.961959,-0.961959,-1.226258,-0.127698
-1.214282512,-0.927434,-0.927434,-1.214283,-0.124393
-1.143864274,-0.892454,-0.892454,-1.143864,-0.107315
-1.094195485,-0.857805,-0.857805,-1.094195,-0.097332
-0.977009773,-0.823745,-0.823745,-0.977010,-0.075323
-0.954231977,-0.789818,-0.789818,-0.954232,-0.071177
-0.792984783,-0.756992,-0.756992,-0.792985,-0.041820
-0.711879611,-0.725712,-0.725712,-0.711880,-0.025833
-0.152195185,-0.696052,-0.696052,-0.152195,0.708185
0.586397051,-0.669543,-0.669543,0.586397,1.311991
0.803924322,-0.647976,-0.647976,0.803924,1.435582
-1.039914727,-0.632232,-0.632232,-1.039915,-0.086943
0.588912367,-0.617135,-0.617135,0.588912,1.313606
-0.139632031,-0.607063,-0.607063,-0.139632,0.721892
-0.624906897,-0.600009,-0.600009,-0.624907,-0.001139
-0.746910452,-0.594850,-0.594850,-0.746910,-0.032980
-0.901902556,-0.590939,-0.590939,-0.901903,-0.061728
-0.899191737,-0.587759,-0.587759,-0.899192,-0.061242
-0.972046434,-0.585481,-0.585481,-0.972046,-0.074419
-1.012039065,-0.583966,-0.583966,-1.012039,-0.081748
-1.046813726,-0.583045,-0.583045,-1.046814,-0.088245
-1.047072529,-0.582588,-0.582588,-1.047073,-0.088294
-1.02711308,-0.582399,-0.582399,-1.027113,-0.084532
-0.997466683,-0.582396,-0.582396,-0.997467,-0.079057
-0.932622313,-0.582393,-0.582393,-0.932622,-0.067252
-0.94200176,-0.582393,-0.582393,-0.942002,-0.068956
-1.052453637,-0.582393,-0.582393,-1.052454,-0.089309
-0.947431921,-0.582393,-0.582393,-0.947432,-0.069942
-0.908257544,-0.582393,-0.582393,-0.908258,-0.062867
-0.950117111,-0.582393,-0.582393,-0.950117,-0.070430
-0.813060283,-0.582393,-0.582393,-0.813060,-0.045531
-0.93780905,-0.582393,-0.582393,-0.937809,-0.068194
-0.885277748,-0.582393,-0.582393,-0.885278,-0.058739
-0.90579468,-0.582393,-0.582393,-0.905795,-0.062426
-0.898093223,-0.582393,-0.582393,-0.898093,-0.061045
-0.752418518,-0.582393,-0.582393,-0.752419,-0.034081
-0.898600757,-0.582393,-0.582393,-0.898601,-0.061136
-0.864621937,-0.582393,-0.582393,-0.864622,-0.055001
-0.858275353,-0.582393,-0.582393,-0.858275,-0.053852
-0.820607423,-0.582393,-0.582393,-0.820607,-0.046926
-0.840103864,-0.582393,-0.582393,-0.840104,-0.050516
-0.870521724,-0.582393,-0.582393,-0.870522,-0.056069
-0.807277083,-0.582393,-0.582393,-0.807277,-0.044462
-0.687638819,-0.582393,-0.582393,-0.687639,-0.020558
-0.754242002,-0.582393,-0.582393,-0.754242,-0.034437
-0.811220228,-0.582393,-0.582393,-0.811220,-0.045191
-0.776247918,-0.582393,-0.582393,-0.776248,-0.038657
-0.783378481,-0.582393,-0.582393,-0.783378,-0.040019
-0.699948847,-0.582393,-0.582393,-0.699949,-0.023311
-0.646829903,-0.582393,-0.582393,-0.646830,-0.009751
-0.592252075,-0.582393,-0.582393,-0.592252,0.022617
-0.80282396,-0.582393,-0.582393,-0.802824,-0.043639
-0.736645221,-0.582393,-0.582393,-0.736645,-0.030923
-0.727853655,-0.582393,-0.582393,-0.727854,-0.029160
-0.72451806,-0.582393,-0.582393,-0.724518,-0.028481
-0.618971467,-0.582393,-0.582393,-0.618971,0.001351
-0.61468029,-0.582393,-0.582393,-0.614680,0.003329
-0.631149411,-0.582393,-0.582393,-0.631149,-0.003698
-0.731232106,-0.582263,-0.582263,-0.731232,-0.029837
-0.648218512,-0.581591,-0.581591,-0.648219,-0.010174
-0.665607631,-0.580479,-0.580479,-0.665608,-0.015218
-0.655136168,-0.579099,-0.579099,-0.655136,-0.012223
-0.600678682,-0.577243,-0.577243,-0.600679,0.012839
-0.651125371,-0.574451,-0.574451,-0.651125,-0.011057
-0.587317228,-0.570912,-0.570912,-0.587317,0.030860
-0.63518089,-0.566389,-0.566389,-0.635181,-0.005313
-0.487514227,-0.561582,-0.561582,-0.487514,0.411492
-0.393138408,-0.556426,-0.556426,-0.393138,0.500344
-0.618868649,-0.551269,-0.551269,-0.618869,0.001398
-0.616420865,-0.546112,-0.546112,-0.616421,0.002527
-0.493471652,-0.540433,-0.540433,-0.493472,0.407021
-0.594143271,-0.534594,-0.534594,-0.594143,0.019789
-0.530510127,-0.528308,-0.528308,-0.530510,0.374943
-0.516843795,-0.521742,-0.521742,-0.516844,0.388104
-0.532013952,-0.514861,-0.514861,-0.532014,0.373408
-0.552511155,-0.507255,-0.507255,-0.552511,0.349982
-0.508688151,-0.498998,-0.498998,-0.508688,0.395216
-0.535622715,-0.490635,-0.490635,-0.535623,0.369555
-0.48917067,-0.482366,-0.482366,-0.489171,0.410249
-0.568875491,-0.474160,-0.474160,-0.568875,0.328475
-0.483315318,-0.465811,-0.465811,-0.483315,0.414676
-0.262782067,-0.457567,-0.457567,-0.262782,0.597780
-0.38143453,-0.450259,-0.450259,-0.381435,0.508982
-0.232416406,-0.443698,-0.443698,-0.232416,0.618890
-0.532395422,-0.438120,-0.438120,-0.532395,0.373000
-0.361227542,-0.432786,-0.432786,-0.361228,0.524455
-0.559422314,-0.427798,-0.427798,-0.559422,0.341423
-0.471700161,-0.422131,-0.422131,-0.471700,0.423511
-0.40884152,-0.416080,-0.416080,-0.408842,0.485159
-0.435613632,-0.410418,-0.410418,-0.435614,0.454908
-0.432867318,-0.404655,-0.404655,-0.432867,0.458098
-0.429333359,-0.397664,-0.397664,-0.429333,0.462312
-0.403303772,-0.389306,-0.389306,-0.403304,0.491044
-0.270041048,-0.380617,-0.380617,-0.270041,0.592727
-0.317596226,-0.372211,-0.372211,-0.317596,0.559510
-0.423721581,-0.364434,-0.364434,-0.423722,0.469124
-0.374016135,-0.356420,-0.356420,-0.374016,0.514433
-0.352388858,-0.348603,-0.348603,-0.352389,0.531414
-0.421029388,-0.340909,-0.340909,-0.421029,0.472068
-0.349148958,-0.333166,-0.333166,-0.349149,0.533996
-0.385952293,-0.325600,-0.325600,-0.385952,0.505717
-0.356562882,-0.317479,-0.317479,-0.356563,0.528105
-0.306457757,-0.308956,-0.308956,-0.306458,0.567796
-0.345352739,-0.300207,-0.300207,-0.345353,0.537063
-0.359754145,-0.291045,-0.291045,-0.359754,0.525608
-0.314634799,-0.281405,-0.281405,-0.314635,0.561739
-0.332589477,-0.272241,-0.272241,-0.332589,0.547422
-0.361071228,-0.263286,-0.263286,-0.361071,0.524578
-0.341215491,-0.253531,-0.253531,-0.341215,0.540416
0.171477615,-0.243764,-0.243764,0.171478,0.979796
0.165737897,-0.235671,-0.235671,0.165738,0.976675
-0.170603469,-0.229226,-0.229226,-0.170603,0.687946
-0.110192701,-0.223426,-0.223426,-0.110193,0.751303
-0.309477031,-0.218069,-0.218069,-0.309477,0.565585
-0.253413707,-0.212734,-0.212734,-0.253414,0.603938
-0.283749461,-0.207871,-0.207871,-0.283749,0.583504
-0.259723067,-0.203258,-0.203258,-0.259723,0.599855
-0.25537309,-0.197834,-0.197834,-0.255373,0.602676
-0.279144346,-0.191808,-0.191808,-0.279144,0.586519
-0.185645461,-0.185683,-0.185683,-0.185645,0.671776
-0.211050122,-0.179952,-0.179952,-0.211050,0.641917
-0.225136473,-0.174188,-0.174188,-0.225136,0.625926
-0.181514307,-0.168287,-0.168287,-0.181514,0.676163
-0.185997411,-0.162622,-0.162622,-0.185997,0.671413
-0.241409063,-0.157046,-0.157046,-0.241409,0.611726
-0.268662989,-0.151328,-0.151328,-0.268663,0.593677
-0.025004981,-0.145268,-0.145268,-0.025005,0.824583
-0.242187157,-0.140138,-0.140138,-0.242187,0.611149
-0.189164757,-0.134724,-0.134724,-0.189165,0.668145
-0.102096982,-0.128356,-0.128356,-0.102097,0.758070
-0.151156067,-0.121670,-0.121670,-0.151156,0.709319
-0.120507977,-0.114652,-0.114652,-0.120508,0.742034
-0.194851756,-0.107284,-0.107284,-0.194852,0.662071
-0.178934305,-0.099368,-0.099368,-0.178934,0.678913
-0.075202859,-0.091017,-0.091017,-0.075203,0.778214
0.34717065,-0.082060,-0.082060,0.347171,1.119549
0.127934083,-0.074170,-0.074170,0.127934,0.955636
-0.173401206,-0.067342,-0.067342,-0.173401,0.684945
-0.127833321,-0.060807,-0.060807,-0.127833,0.735059
-0.053340416,-0.054053,-0.054053,-0.053340,0.798099
-0.094448164,-0.047425,-0.047425,-0.094448,0.764027
-0.103114552,-0.040723,-0.040723,-0.103115,0.757264
-0.044075291,-0.033956,-0.033956,-0.044075,0.806804
-0.117190085,-0.027240,-0.027240,-0.117190,0.745092
-0.080921016,-0.020483,-0.020483,-0.080921,0.773874
-0.055102616,-0.013792,-0.013792,-0.055103,0.796446
-0.010198873,-0.006733,-0.006733,-0.010199,0.838348
0.155045151,0.000236,0.000236,0.155045,0.970699
0.012778704,0.006335,0.006335,0.012779,0.860325
-0.031678855,0.012192,0.012192,-0.031679,0.818372
0.00628618,0.018045,0.018045,0.006286,0.853523
0.002908558,0.023890,0.023890,0.002909,0.850096
-0.021888408,0.029405,0.029405,-0.021888,0.827487
0.14337106,0.034799,0.034799,0.143371,0.964118
0.165630623,0.039587,0.039587,0.165631,0.976615
-0.020603027,0.044376,0.044376,-0.020603,0.828683
-0.008559131,0.049381,0.049381,-0.008559,0.839835
0.174496173,0.056033,0.056033,0.174496,0.981429
0.058460302,0.063472,0.063472,0.058460,0.912520
0.06335318,0.071550,0.071550,0.063353,0.916762
-0.00131442,0.082376,0.082376,-0.001314,0.846296
0.079165332,0.093606,0.093606,0.079165,0.928392
0.02197482,0.104938,0.104938,0.021975,0.870175
0.083095461,0.116240,0.116240,0.083095,0.930669
0.07758072,0.127529,0.127529,0.077581,0.927395
0.159209743,0.139022,0.139022,0.159210,0.973041
0.18523392,0.150120,0.150120,0.185234,0.987236
0.040264245,0.161271,0.161271,0.040264,0.891225
0.086460113,0.172852,0.172852,0.086460,0.932589
0.129985809,0.184451,0.184451,0.129986,0.956768
0.081815235,0.196093,0.196093,0.081815,0.929927
0.091294042,0.207998,0.207998,0.091294,0.935299
0.091887317,0.220264,0.220264,0.091887,0.935630
0.144360139,0.233069,0.233069,0.144360,0.964675
0.130488052,0.246359,0.246359,0.130488,0.957044
0.58589375,0.259762,0.259762,0.585894,1.311667
0.595781624,0.271519,0.271519,0.595782,1.317986
0.400826632,0.282109,0.282109,0.400827,1.185071
1.212895989,0.291751,0.291751,1.212896,1.668936
0.246796235,0.298208,0.298208,0.246796,1.018604
0.238898634,0.303978,0.303978,0.238899,1.014872
0.150655448,0.309305,0.309305,0.150655,0.968222
0.242227897,0.314276,0.314276,0.242228,1.016448
0.283835798,0.318807,0.318807,0.283836,1.037845
0.186073988,0.322765,0.322765,0.186074,0.987690
0.23454827,0.326650,0.326650,0.234548,1.012791
0.223005041,0.330398,0.330398,0.223005,1.007125
0.211256459,0.333639,0.333639,0.211256,1.001109
0.268861204,0.337301,0.337301,0.268861,1.029311
0.255882591,0.340831,0.340831,0.255883,1.022867
0.334712266,0.344364,0.344364,0.334712,1.097215
0.286634117,0.347255,0.347255,0.286634,1.039542
0.319236516,0.350356,0.350356,0.319237,1.072385
0.249923408,0.354394,0.354394,0.249923,1.020075
0.251431047,0.358718,0.358718,0.251431,1.020781
0.382523566,0.363682,0.363682,0.382524,1.168522
0.361828774,0.369035,0.369035,0.361829,1.144933
0.253090232,0.374603,0.374603,0.253090,1.021559
0.516453027,0.381243,0.381243,0.516453,1.263232
0.304450452,0.387884,0.387884,0.304450,1.054456
0.421899676,0.395021,0.395021,0.421900,1.201263
0.357021272,0.402601,0.402601,0.357021,1.137802
0.376339852,0.410750,0.410750,0.376340,1.162212
0.683382868,0.419389,0.419389,0.683383,1.370046
0.351227819,0.428028,0.428028,0.351228,1.127272
0.331135451,0.436667,0.436667,0.331135,1.090842
0.498578041,0.446267,0.446267,0.498578,1.250606
0.359882622,0.456219,0.456219,0.359883,1.142070
0.431111067,0.466402,0.466402,0.431111,1.207949
0.346218734,0.476446,0.476446,0.346219,1.117787
0.557545602,0.487291,0.487291,0.557546,1.292945
0.832064032,0.497635,0.497635,0.832064,1.453272
0.472828865,0.506559,0.506559,0.472829,1.235174
0.482206791,0.514870,0.514870,0.482207,1.240926
0.523245811,0.523042,0.523042,0.523246,1.268415
0.439307332,0.531629,0.531629,0.439307,1.213819
0.64022988,0.540848,0.540848,0.640230,1.344187
0.490331232,0.549447,0.549447,0.490331,1.245660
0.510022878,0.558532,0.558532,0.510023,1.258461
0.581538915,0.567568,0.567568,0.581539,1.308867
0.562490642,0.577618,0.577618,0.562491,1.296360
0.553262412,0.587357,0.587357,0.553262,1.289929
0.529030442,0.597250,0.597250,0.529030,1.272746
0.500458359,0.607959,0.607959,0.500458,1.251780
0.683466136,0.619483,0.619483,0.683466,1.370093
0.901865899,0.630053,0.630053,0.901866,1.497296
0.534300923,0.639915,0.639915,0.534301,1.276562
0.556540548,0.649959,0.649959,0.556541,1.292249
0.64664793,0.660542,0.660542,0.646648,1.348237
0.647787272,0.671264,0.671264,0.647787,1.348948
0.607543289,0.682045,0.682045,0.607543,1.325119
0.698964953,0.693285,0.693285,0.698965,1.378708
0.66279149,0.705352,0.705352,0.662791,1.358028
0.813720524,0.717703,0.717703,0.813721,1.441856
0.745271503,0.729687,0.729687,0.745272,1.402991
0.803283393,0.741196,0.741196,0.803283,1.435174
0.665616214,0.752766,0.752766,0.665616,1.359688
0.672093927,0.764563,0.764563,0.672094,1.363480
1.107075214,0.776740,0.776740,1.107075,1.615472
0.655912458,0.787462,0.787462,0.655912,1.353934
0.785692274,0.797925,0.797925,0.785692,1.424661
0.823480844,0.807779,0.807779,0.823481,1.448106
0.794719278,0.817380,0.817380,0.794719,1.429993
0.686119794,0.827740,0.827740,0.686120,1.371609
1.049960613,0.838726,0.838726,1.049961,1.586852
0.773898839,0.849301,0.849301,0.773899,1.418237
0.877005219,0.859640,0.859640,0.877005,1.480825
0.996965467,0.869322,0.869322,0.996965,1.557561
0.759689211,0.878151,0.878151,0.759689,1.410774
0.772697746,0.887684,0.887684,0.772698,1.417618
0.999689757,0.897462,0.897462,0.999690,1.558969
0.945536255,0.906895,0.906895,0.945536,1.526971
0.97196424,0.915693,0.915693,0.971964,1.544191
0.879448533,0.924692,0.924692,0.879449,1.482527
0.98840028,0.934323,0.934323,0.988400,1.553164
0.923000752,0.943603,0.943603,0.923001,1.511859
0.971539735,0.952898,0.952898,0.971540,1.543939
0.791041612,0.962434,0.962434,0.791042,1.427807
0.774781525,0.973020,0.973020,0.774782,1.418691
0.995395243,0.984945,0.984945,0.995395,1.556759
1.026514649,0.997237,0.997237,1.026515,1.573891
1.363167524,1.008967,1.008967,1.363168,1.760151
0.91454643,1.019691,1.019691,0.914546,1.505894
1.009079813,1.030582,1.030582,1.009080,1.563928
0.969145238,1.042062,1.042062,0.969145,1.542494
0.960189282,1.054100,1.054100,0.960189,1.536803
1.039298295,1.066449,1.066449,1.039298,1.581121
1.125759005,1.079444,1.079444,1.125759,1.624318
1.026243329,1.091983,1.091983,1.026243,1.573734
1.175778269,1.104424,1.104424,1.175778,1.649021
0.999325037,1.117785,1.117785,0.999325,1.558781
1.202766656,1.131179,1.131179,1.202767,1.663096
1.241599321,1.143933,1.143933,1.241599,1.685119
1.046730756,1.156004,1.156004,1.046731,1.585160
1.186226963,1.168730,1.168730,1.186227,1.654141
1.357387781,1.181594,1.181594,1.357388,1.756105
1.170493125,1.193434,1.193434,1.170493,1.646431
1.25798881,1.204404,1.204404,1.257989,1.694312
1.140515923,1.215150,1.215150,1.140516,1.631346
1.026972055,1.225855,1.225855,1.026972,1.574156
1.567933678,1.237656,1.237656,1.567934,1.914537
1.203465223,1.248890,1.248890,1.203465,1.663496
1.22171843,1.259875,1.259875,1.221718,1.674091
1.324906945,1.270952,1.270952,1.324907,1.733777
1.155776381,1.281626,1.281626,1.155776,1.639058
1.314677357,1.292245,1.292245,1.314677,1.727606
1.327119231,1.302636,1.302636,1.327119,1.735174
1.244716882,1.312997,1.312997,1.244717,1.686844
1.68392992,1.323482,1.323482,1.683930,1.983571
1.064750075,1.332560,1.332560,1.064750,1.594472
1.198765039,1.341482,1.341482,1.198765,1.660809
1.361249804,1.350470,1.350470,1.361250,1.758830
1.341274857,1.359356,1.359356,1.341275,1.744821
1.499405622,1.368680,1.368680,1.499406,1.873379
1.373715162,1.377138,1.377138,1.373715,1.767366
1.235432028,1.385550,1.385550,1.235432,1.681836
1.660639524,1.393829,1.393829,1.660640,1.967331
1.271067857,1.400992,1.400992,1.271068,1.701746
1.422772765,1.408411,1.408411,1.422773,1.807113
1.400073885,1.415177,1.415177,1.400074,1.787272
1.570350527,1.422671,1.422671,1.570351,1.915869
1.467710018,1.429613,1.429613,1.467710,1.847711
1.535516738,1.436515,1.436515,1.535517,1.896593
1.330900311,1.443219,1.443219,1.330900,1.737602
1.50816071,1.449986,1.449986,1.508161,1.878912
1.517397046,1.457120,1.457120,1.517397,1.885206
1.508263826,1.464023,1.464023,1.508264,1.878980
1.440829157,1.470731,1.470731,1.440829,1.823234
1.316957473,1.478013,1.478013,1.316957,1.728985
1.222464442,1.486161,1.486161,1.222464,1.674527
1.440259099,1.495135,1.495135,1.440259,1.822711
1.794213891,1.505272,1.505272,1.794214,2.095542
1.180726766,1.514153,1.514153,1.180727,1.651433
1.414608955,1.523921,1.523921,1.414609,1.799904
1.530123949,1.534501,1.534501,1.530124,1.893360
1.590582847,1.545560,1.545560,1.590583,1.927143
1.563785195,1.557379,1.557379,1.563785,1.912255
1.582854866,1.568777,1.568777,1.582855,1.922795
1.662883996,1.580082,1.580082,1.662884,1.968765
1.5417701,1.591152,1.591152,1.541770,1.900219
1.727610826,1.602917,1.602917,1.727611,2.024588
1.674452304,1.614070,1.614070,1.674452,1.976576
1.529164433,1.625171,1.625171,1.529164,1.892766
1.833861827,1.636369,1.636369,1.833862,2.125625
1.624543428,1.646666,1.646666,1.624543,1.945930
1.701315402,1.656665,1.656665,1.701315,1.998416
1.647925615,1.666129,1.666129,1.647926,1.959382
1.6388067,1.675020,1.675020,1.638807,1.953955
1.544287085,1.683027,1.683027,1.544287,1.901659
1.9389081,1.690839,1.690839,1.938908,2.211881
1.546449303,1.697270,1.697270,1.546449,1.902884
1.748360514,1.704358,1.704358,1.748361,2.048995
1.70781207,1.710775,1.710775,1.707812,2.004251
1.720079064,1.716962,1.716962,1.720079,2.016257
1.864888548,1.722622,1.722622,1.864889,2.150420
1.634246826,1.727539,1.727539,1.634247,1.951390
1.709397435,1.733058,1.733058,1.709397,2.005763
1.841219186,1.738678,1.738678,1.841219,2.131710
1.792442798,1.743805,1.743805,1.792443,2.094140
1.737710356,1.748951,1.748951,1.737710,2.036581
1.795082569,1.754580,1.754580,1.795083,2.096229
1.76234591,1.760101,1.760101,1.762346,2.065228
1.552774667,1.765108,1.765108,1.552775,1.906380
1.571289658,1.771445,1.771445,1.571290,1.916387
2.017371654,1.778918,1.778918,2.017372,2.281707
1.580659866,1.786390,1.786390,1.580660,1.921571
1.726969599,1.794541,1.794541,1.726970,2.023792
1.795977473,1.803280,1.803280,1.795977,2.096923
1.882403373,1.811586,1.811586,1.882403,2.164403
1.840439915,1.819892,1.819892,1.840440,2.131032
1.825753331,1.827795,1.827795,1.825753,2.119200
1.917783141,1.835483,1.835483,1.917783,2.192623
1.607268452,1.842625,1.842625,1.607268,1.936222
1.983579516,1.850908,1.850908,1.983580,2.252804
1.922013759,1.859174,1.859174,1.922014,2.196055
1.872624754,1.866855,1.866855,1.872625,2.156720
1.784620761,1.874647,1.874647,1.784621,2.087725
2.106900215,1.883070,1.883070,2.106900,2.358908
1.922073483,1.890780,1.890780,1.922073,2.196109
1.876922249,1.898368,1.898368,1.876922,2.160185
1.809578299,1.906140,1.906140,1.809578,2.106921
2.033283948,1.914360,1.914360,2.033284,2.295274
1.981012582,1.921541,1.921541,1.981013,2.250755
1.904250502,1.927874,1.927874,1.904251,2.181889
1.938615202,1.934637,1.934637,1.938615,2.211608
1.942185044,1.941061,1.941061,1.942185,2.215027
1.890996098,1.947074,1.947074,1.890996,2.171029
1.624016642,1.952825,1.952825,1.624017,1.945633
2.190958023,1.960338,1.960338,2.190958,2.432251
1.784994006,1.967596,1.967596,1.784994,2.088038
1.971260309,1.975214,1.975214,1.971260,2.242742
2.018871545,1.983213,1.983213,2.018872,2.283026
1.959811925,1.990072,1.990072,1.959812,2.233017
2.022558927,1.997493,1.997493,2.022559,2.286252
2.07547307,2.004884,2.004884,2.075473,2.332344
2.012891292,2.012194,2.012194,2.012891,2.277832
1.98677349,2.019265,2.019265,1.986773,2.255433
2.183078289,2.026919,2.026919,2.183078,2.425503
2.02451229,2.034183,2.034183,2.024512,2.287902
2.019212007,2.041247,2.041247,2.019212,2.283326
2.138123273,2.048041,2.048041,2.138123,2.386066
2.085005044,2.055578,2.055578,2.085005,2.340783
2.059426069,2.062828,2.062828,2.059426,2.318191
2.060932636,2.069703,2.069703,2.060933,2.319476
2.009180545,2.076712,2.076712,2.009181,2.274654
1.760872483,2.084012,2.084012,1.760872,2.063563
2.390682697,2.092589,2.092589,2.390683,2.608318
2.007453918,2.099403,2.099403,2.007454,2.273189
2.09847331,2.106637,2.106637,2.098473,2.351342
2.121432542,2.113829,2.113829,2.121433,2.371574
2.01892805,2.121024,2.121024,2.018928,2.283076
2.162620544,2.128447,2.128447,2.162621,2.407413
2.08857274,2.135307,2.135307,2.088573,2.343702
2.249211311,2.143002,2.143002,2.249211,2.488718
2.154896974,2.150216,2.150216,2.154897,2.400403
2.197171211,2.157139,2.157139,2.197171,2.438196
2.138890027,2.163777,2.163777,2.138890,2.386755
2.144252777,2.171078,2.171078,2.144253,2.391349
2.13103795,2.178321,2.178321,2.131038,2.379854
2.511631011,2.185790,2.185790,2.511631,2.688422
2.002423048,2.192225,2.192225,2.002423,2.268923
2.162089109,2.198660,2.198660,2.162089,2.406918
2.231273651,2.205955,2.205955,2.231274,2.470072
2.181636571,2.212950,2.212950,2.181637,2.424266
2.221652984,2.219975,2.219975,2.221653,2.460392
2.336307764,2.225736,2.225736,2.336308,2.566482
2.213652133,2.231809,2.231809,2.213652,2.453245
2.213450431,2.237907,2.237907,2.213450,2.453065
2.272340297,2.243825,2.243825,2.272340,2.509391
2.101246356,2.250448,2.250448,2.101246,2.353870
2.050145387,2.257285,2.257285,2.050145,2.310177
2.568198204,2.265099,2.265099,2.568198,2.723634
2.212839841,2.271897,2.271897,2.212840,2.452520
2.228385925,2.278695,2.278695,2.228386,2.467077
2.304823875,2.285712,2.285712,2.304824,2.539436
2.377873182,2.292432,2.292432,2.377873,2.599162
2.199097871,2.298891,2.298891,2.199098,2.440066
2.324548244,2.305805,2.305805,2.324548,2.557131
2.317003726,2.312630,2.312630,2.317004,2.550566
2.082981586,2.319845,2.319845,2.082982,2.339010
2.606729745,2.327982,2.327982,2.606730,2.747079
2.293561697,2.335562,2.335562,2.293562,2.528717
2.364715576,2.343274,2.343274,2.364716,2.589218
2.226071119,2.350843,2.350843,2.226071,2.464702
2.44886136,2.359278,2.359278,2.448861,2.649949
2.374781847,2.367400,2.367400,2.374782,2.596880
2.263202428,2.375895,2.375895,2.263202,2.501637
2.67800188,2.384995,2.384995,2.678002,2.792803
2.260564804,2.392970,2.392970,2.260565,2.499397
2.403212785,2.400860,2.400860,2.403213,2.618070
2.219779729,2.408796,2.408796,2.219780,2.458719
2.464031696,2.417661,2.417661,2.464032,2.658980
2.442185401,2.426757,2.426757,2.442185,2.646011
2.118774652,2.435925,2.435925,2.118775,2.369258
2.708909511,2.446822,2.446822,2.708910,2.812222
2.418142557,2.457317,2.457317,2.418143,2.629563
2.485824108,2.467314,2.467314,2.485824,2.672342
2.45791912,2.477650,2.477650,2.457919,2.655282
2.415971994,2.488150,2.488150,2.415972,2.627961
2.736038923,2.498112,2.498112,2.736039,2.828335
2.403401851,2.507901,2.507901,2.403402,2.618220
2.496380567,2.518146,2.518146,2.496381,2.678735
2.542871952,2.528053,2.528053,2.542872,2.708057
2.396113395,2.537818,2.537818,2.396113,2.612452
2.72295165,2.548422,2.548422,2.722952,2.820539
2.531192064,2.558436,2.558436,2.531192,2.700604
2.551077604,2.568250,2.568250,2.551078,2.712975
2.515815258,2.578788,2.578788,2.515815,2.691025
2.772845268,2.589588,2.589588,2.772845,2.850872
2.555222988,2.599561,2.599561,2.555223,2.715485
2.547766923,2.609175,2.609175,2.547767,2.711007
2.584207296,2.619451,2.619451,2.584207,2.733391
2.743185281,2.629739,2.629739,2.743185,2.832704
2.612091779,2.638607,2.638607,2.612092,2.750572
2.553955316,2.648188,2.648188,2.553955,2.714717
2.769905567,2.658477,2.658477,2.769906,2.849023
2.657621383,2.668024,2.668024,2.657621,2.779749
2.554790019,2.677629,2.677629,2.554790,2.715223
2.803003072,2.687716,2.687716,2.803003,2.869798
2.677870512,2.697819,2.697819,2.677871,2.792717
2.50612092,2.707757,2.707757,2.506121,2.684894
2.808126211,2.718762,2.718762,2.808126,2.873048
2.699203491,2.729232,2.729232,2.699203,2.806148
